Pickup Area,Dropoff Area,Pickup Governorate,Dropoff Governorate,Pickup Time,Day of Week,Hour of Day,Trip Duration (min),Trip Distance (km),Fare per km (EGP),Fare (EGP),Service Type,Payment Method,Driver Rating
New Cairo,Haram,Cairo,Giza,2024-06-22 21:57:00,Saturday,21,26.61,18.17,3.4802108308052966,63.24,Uber Scooter,Credit Card,3.6
Downtown,Obour,Cairo,Qalyubia,2024-06-21 19:09:00,Friday,19,28.36,16.13,5.218525506111351,84.17,UberX,Wallet,4.1
Maadi,Heliopolis,Cairo,Cairo,2024-06-07 16:41:00,Friday,16,18.11,10.86,4.43346661590596,48.15,Uber Comfort,Credit Card,4.6
Ain Shams,Zamalek,Cairo,Cairo,2024-06-14 06:31:00,Friday,6,36.01,13.58,3.3847419955404154,45.96,Uber Bus,Cash,4.2
Fifth Settlement,Rehab,Cairo,Cairo,2024-06-02 00:13:00,Sunday,0,42.49,24.85,3.1485210526582623,78.24,Uber Scooter,Cash,4.2
Sheikh Zayed,Dokki,Giza,Giza,2024-06-18 21:54:00,Tuesday,21,29.78,22.24,4.315970798739437,95.99,UberX,Cash,3.7
Downtown,Zamalek,Cairo,Cairo,2024-06-01 04:01:00,Saturday,4,43.55,20.47,4.728640176246857,96.8,Uber Comfort,Cash,5.0
Fifth Settlement,10th of Ramadan,Cairo,Sharqia,2024-06-19 13:06:00,Wednesday,13,31.28,17.21,4.03857003571658,69.5,Uber Comfort,Wallet,4.1
Heliopolis,Downtown,Cairo,Cairo,2024-06-10 22:18:00,Monday,22,35.52,15.86,4.067409912252896,64.51,Uber Bus,Credit Card,4.1
Haram,Ain Shams,Giza,Cairo,2024-06-10 01:31:00,Monday,1,24.0,12.14,5.425033549324541,65.86,Uber Bus,Cash,3.6
6th October,Nasr City,Giza,Cairo,2024-06-13 00:16:00,Thursday,0,38.35,21.74,4.442010097788683,96.57,Uber Scooter,Wallet,4.1
Obour,Faisal,Qalyubia,Giza,2024-06-25 18:00:00,Tuesday,18,36.33,20.85,4.988758518779797,104.02,Uber Scooter,Cash,3.9
Obour,Nasr City,Qalyubia,Cairo,2024-06-27 21:52:00,Thursday,21,30.79,19.1,3.5813748032223454,68.4,Uber Scooter,Wallet,3.5
Haram,Sheikh Zayed,Giza,Giza,2024-06-09 18:18:00,Sunday,18,15.27,8.03,4.854834990719056,38.98,UberX,Credit Card,4.4
Haram,Faisal,Giza,Giza,2024-06-29 08:37:00,Saturday,8,18.1,11.6,3.671023517236556,42.58,UberX,Credit Card,4.7
6th October,Faisal,Giza,Giza,2024-06-24 06:21:00,Monday,6,9.89,6.24,3.0650270372750086,19.13,Uber Scooter,Wallet,4.1
New Cairo,Nasr City,Cairo,Cairo,2024-06-16 01:35:00,Sunday,1,51.21,21.83,5.33150716260743,116.39,UberX,Cash,4.4
Shubra,Maadi,Cairo,Cairo,2024-06-02 11:06:00,Sunday,11,51.44,29.08,4.431339185761326,128.86,UberX,Credit Card,4.9
Nasr City,Zamalek,Cairo,Cairo,2024-06-29 10:03:00,Saturday,10,27.51,10.43,3.264896551173835,34.05,Uber Comfort,Credit Card,4.0
Sheikh Zayed,Ain Shams,Giza,Cairo,2024-06-24 21:02:00,Monday,21,60.08,23.86,3.213723616970543,76.68,Uber Comfort,Cash,4.0
Ain Shams,Rehab,Cairo,Cairo,2024-06-19 19:37:00,Wednesday,19,10.54,6.2,3.241820658630468,20.1,Uber Bus,Wallet,4.7
Haram,Mohandessin,Giza,Giza,2024-06-05 14:59:00,Wednesday,14,38.79,26.32,3.981684277149589,104.8,Uber Comfort,Wallet,4.6
Obour,Haram,Qalyubia,Giza,2024-06-28 14:40:00,Friday,14,44.11,17.56,3.844269082486583,67.51,UberX,Credit Card,4.0
Obour,6th October,Qalyubia,Giza,2024-06-15 22:52:00,Saturday,22,28.42,16.85,3.035172941747326,51.14,UberX,Cash,4.7
New Cairo,Rehab,Cairo,Cairo,2024-06-01 04:30:00,Saturday,4,64.19,21.5,3.0917222304692538,66.47,UberX,Credit Card,3.9
Faisal,Downtown,Giza,Cairo,2024-06-21 10:32:00,Friday,10,16.37,7.56,4.386339807551391,33.16,Uber Bus,Wallet,4.2
Rehab,6th October,Cairo,Giza,2024-06-07 08:47:00,Friday,8,38.39,22.95,5.266873845787181,120.87,Uber Comfort,Cash,3.9
10th of Ramadan,Shubra,Sharqia,Cairo,2024-06-23 23:37:00,Sunday,23,9.96,4.24,5.489066049731566,23.27,Uber Bus,Cash,3.9
Shubra,Fifth Settlement,Cairo,Cairo,2024-06-29 23:05:00,Saturday,23,75.54,28.24,4.369713756086334,123.4,Uber Bus,Credit Card,3.7
6th October,Heliopolis,Giza,Cairo,2024-06-25 13:41:00,Tuesday,13,15.15,9.55,4.670371692871181,44.6,Uber Comfort,Cash,4.2
New Cairo,Shubra,Cairo,Cairo,2024-06-25 07:07:00,Tuesday,7,7.53,5.39,4.701536500259422,25.34,Uber Scooter,Wallet,4.5
Shorouk,Dokki,Cairo,Giza,2024-06-19 09:01:00,Wednesday,9,48.98,25.85,3.763952716183597,97.3,Uber Scooter,Credit Card,4.4
Faisal,Zamalek,Giza,Cairo,2024-06-13 05:19:00,Thursday,5,38.19,22.44,5.479297856412318,122.96,Uber Bus,Cash,4.3
Dokki,Zamalek,Giza,Cairo,2024-06-17 07:09:00,Monday,7,34.86,17.96,3.655993339326261,65.66,UberX,Credit Card,4.2
Dokki,10th of Ramadan,Giza,Sharqia,2024-06-30 20:42:00,Sunday,20,32.88,15.22,3.1814717709971627,48.42,Uber Comfort,Wallet,4.6
Fifth Settlement,Heliopolis,Cairo,Cairo,2024-06-08 02:29:00,Saturday,2,25.57,17.32,5.344256789079378,92.56,Uber Comfort,Credit Card,4.6
Fifth Settlement,Haram,Cairo,Giza,2024-06-07 00:39:00,Friday,0,17.3,8.6,5.071655417842566,43.62,UberX,Cash,3.5
Rehab,6th October,Cairo,Giza,2024-06-03 06:07:00,Monday,6,11.64,7.64,3.35101347568644,25.6,Uber Comfort,Credit Card,4.7
Downtown,Haram,Cairo,Giza,2024-06-30 09:30:00,Sunday,9,48.28,26.13,4.057511986038644,106.02,UberX,Wallet,4.7
Shubra,Shorouk,Cairo,Cairo,2024-06-18 04:16:00,Tuesday,4,7.72,3.84,4.12619283350846,15.84,Uber Bus,Wallet,4.4
Obour,6th October,Qalyubia,Giza,2024-06-19 11:38:00,Wednesday,11,5.5,3.78,4.690332054626891,17.73,Uber Scooter,Wallet,4.4
Obour,Fifth Settlement,Qalyubia,Cairo,2024-06-19 10:35:00,Wednesday,10,14.68,9.49,5.308283540610231,50.38,UberX,Wallet,4.9
Downtown,Zamalek,Cairo,Cairo,2024-06-10 19:33:00,Monday,19,37.19,26.22,5.409826956930075,141.85,UberX,Credit Card,5.0
Maadi,Zamalek,Cairo,Cairo,2024-06-25 10:44:00,Tuesday,10,22.83,16.72,4.996808477395144,83.55,Uber Comfort,Cash,4.0
Downtown,Haram,Cairo,Giza,2024-06-29 22:55:00,Saturday,22,45.6,25.7,4.510444155280604,115.92,UberX,Cash,4.5
Shorouk,Haram,Cairo,Giza,2024-06-06 09:21:00,Thursday,9,84.84,28.43,4.149383650203324,117.97,Uber Bus,Cash,4.8
Faisal,Shubra,Giza,Cairo,2024-06-12 14:22:00,Wednesday,14,17.1,11.1,4.124457055197475,45.78,Uber Bus,Cash,4.8
Rehab,Faisal,Cairo,Giza,2024-06-24 23:23:00,Monday,23,12.1,5.57,4.85220873422214,27.03,UberX,Wallet,4.5
Rehab,Dokki,Cairo,Giza,2024-06-03 00:41:00,Monday,0,27.36,15.99,4.138133767428212,66.17,Uber Scooter,Cash,4.0
Rehab,6th October,Cairo,Giza,2024-06-07 14:42:00,Friday,14,36.93,24.98,3.937532473586172,98.36,UberX,Credit Card,3.5
Shorouk,Haram,Cairo,Giza,2024-06-12 13:35:00,Wednesday,13,55.65,28.66,4.123530160738517,118.18,Uber Bus,Cash,3.8
Fifth Settlement,Nasr City,Cairo,Cairo,2024-06-25 23:04:00,Tuesday,23,69.95,25.75,4.44503868124705,114.46,Uber Bus,Cash,3.7
10th of Ramadan,Shubra,Sharqia,Cairo,2024-06-14 09:17:00,Friday,9,53.74,18.26,3.045854790708061,55.62,Uber Comfort,Credit Card,4.5
Zamalek,6th October,Cairo,Giza,2024-06-24 05:19:00,Monday,5,35.21,26.03,4.5675924269538495,118.89,Uber Bus,Cash,4.8
Obour,Haram,Qalyubia,Giza,2024-06-04 00:04:00,Tuesday,0,27.38,14.41,3.9474198808720464,56.88,UberX,Cash,4.6
Sheikh Zayed,Ain Shams,Giza,Cairo,2024-06-10 13:05:00,Monday,13,17.97,11.81,3.7005584497778754,43.7,Uber Comfort,Cash,4.5
Zamalek,Nasr City,Cairo,Cairo,2024-06-23 03:12:00,Sunday,3,33.78,18.54,4.150510003916971,76.95,Uber Comfort,Cash,4.0
Rehab,Ain Shams,Cairo,Cairo,2024-06-08 13:06:00,Saturday,13,6.36,3.96,4.097120649026287,16.22,Uber Bus,Cash,3.5
Shubra,Ain Shams,Cairo,Cairo,2024-06-09 21:42:00,Sunday,21,13.35,5.57,5.48938635312539,30.58,Uber Comfort,Credit Card,4.6
Maadi,Downtown,Cairo,Cairo,2024-06-09 08:44:00,Sunday,8,34.17,22.45,4.785143767502129,107.43,Uber Bus,Cash,3.7
Dokki,Faisal,Giza,Giza,2024-06-07 22:56:00,Friday,22,32.23,14.23,4.0231102808343735,57.25,UberX,Cash,4.1
New Cairo,Shorouk,Cairo,Cairo,2024-06-14 11:41:00,Friday,11,65.89,24.77,3.3357034892179462,82.63,Uber Bus,Credit Card,3.5
Heliopolis,Faisal,Cairo,Giza,2024-06-26 02:56:00,Wednesday,2,31.56,23.66,3.153194139443774,74.6,Uber Comfort,Cash,4.6
Sheikh Zayed,Mohandessin,Giza,Giza,2024-06-20 07:37:00,Thursday,7,6.02,3.96,5.077316807516228,20.11,Uber Bus,Wallet,3.9
Maadi,Obour,Cairo,Qalyubia,2024-06-15 08:43:00,Saturday,8,32.37,19.31,4.885674711645227,94.34,Uber Comfort,Credit Card,4.2
Maadi,Rehab,Cairo,Cairo,2024-06-01 12:15:00,Saturday,12,21.4,15.42,3.8074605236607537,58.71,Uber Bus,Cash,3.5
Rehab,Obour,Cairo,Qalyubia,2024-06-24 04:55:00,Monday,4,29.38,16.64,4.830023790660848,80.37,UberX,Cash,4.5
Shorouk,Sheikh Zayed,Cairo,Giza,2024-06-05 20:50:00,Wednesday,20,73.84,27.24,3.8794971059957786,105.68,Uber Scooter,Wallet,3.6
Sheikh Zayed,Nasr City,Giza,Cairo,2024-06-12 12:32:00,Wednesday,12,32.18,22.24,3.308934290771295,73.59,UberX,Cash,4.9
Rehab,6th October,Cairo,Giza,2024-06-25 07:32:00,Tuesday,7,28.27,17.04,3.238023635368036,55.18,Uber Scooter,Credit Card,4.8
Nasr City,Heliopolis,Cairo,Cairo,2024-06-30 01:50:00,Sunday,1,34.26,21.6,3.279451722082325,70.84,UberX,Credit Card,3.8
Haram,Faisal,Giza,Giza,2024-06-24 22:16:00,Monday,22,31.38,18.6,5.462326831362506,101.6,Uber Bus,Credit Card,4.0
Maadi,Sheikh Zayed,Cairo,Giza,2024-06-10 20:53:00,Monday,20,6.03,2.58,3.960254034707311,10.22,Uber Comfort,Credit Card,3.9
Haram,New Cairo,Giza,Cairo,2024-06-03 00:03:00,Monday,0,63.81,26.04,4.663701716793646,121.44,Uber Bus,Wallet,4.3
Sheikh Zayed,Ain Shams,Giza,Cairo,2024-06-15 01:53:00,Saturday,1,38.57,28.39,3.963552713034885,112.53,Uber Comfort,Credit Card,4.1
Shorouk,Fifth Settlement,Cairo,Cairo,2024-06-26 16:52:00,Wednesday,16,54.54,22.8,5.144862492657584,117.3,UberX,Wallet,4.9
6th October,Dokki,Giza,Giza,2024-06-19 02:44:00,Wednesday,2,31.75,16.05,5.436240935942832,87.25,Uber Scooter,Cash,3.9
Ain Shams,Heliopolis,Cairo,Cairo,2024-06-04 15:33:00,Tuesday,15,41.69,28.42,5.186547614642392,147.4,UberX,Wallet,4.3
6th October,Shubra,Giza,Cairo,2024-06-10 19:17:00,Monday,19,33.11,12.96,5.433953290303066,70.42,Uber Bus,Credit Card,4.5
Fifth Settlement,Shorouk,Cairo,Cairo,2024-06-18 00:41:00,Tuesday,0,33.02,20.56,5.163825088840879,106.17,Uber Bus,Cash,4.1
Shubra,Faisal,Cairo,Giza,2024-06-27 00:33:00,Thursday,0,46.23,29.53,3.947800478927741,116.58,Uber Bus,Wallet,4.2
Rehab,Downtown,Cairo,Cairo,2024-06-06 10:28:00,Thursday,10,57.96,26.22,5.2349810500038565,137.26,Uber Scooter,Cash,4.8
Fifth Settlement,Heliopolis,Cairo,Cairo,2024-06-25 21:09:00,Tuesday,21,51.41,29.46,4.7657235937073,140.4,Uber Comfort,Cash,3.5
Fifth Settlement,Obour,Cairo,Qalyubia,2024-06-26 16:29:00,Wednesday,16,24.03,16.14,5.499424451890754,88.76,UberX,Credit Card,4.2
Zamalek,Maadi,Cairo,Cairo,2024-06-05 14:27:00,Wednesday,14,19.44,12.19,4.009252929772966,48.87,Uber Scooter,Credit Card,3.9
Haram,Dokki,Giza,Giza,2024-06-13 00:15:00,Thursday,0,57.3,24.87,4.762008055156057,118.43,UberX,Wallet,4.2
6th October,Dokki,Giza,Giza,2024-06-04 10:23:00,Tuesday,10,7.93,4.22,4.247297857930841,17.92,Uber Scooter,Wallet,4.1
Rehab,Mohandessin,Cairo,Giza,2024-06-03 15:20:00,Monday,15,54.69,27.15,5.278814735930764,143.32,UberX,Cash,4.8
Fifth Settlement,6th October,Cairo,Giza,2024-06-27 05:03:00,Thursday,5,16.53,8.79,4.021521813539455,35.35,UberX,Cash,4.0
Faisal,Haram,Giza,Giza,2024-06-12 18:38:00,Wednesday,18,39.58,25.72,3.9908479668226047,102.64,UberX,Credit Card,3.7
Dokki,Fifth Settlement,Giza,Cairo,2024-06-11 13:19:00,Tuesday,13,19.8,11.5,3.618300678223758,41.61,UberX,Cash,4.5
Downtown,Mohandessin,Cairo,Giza,2024-06-14 21:03:00,Friday,21,34.55,22.65,5.45548628668066,123.57,Uber Comfort,Credit Card,3.8
Nasr City,Maadi,Cairo,Cairo,2024-06-25 07:57:00,Tuesday,7,23.65,17.21,3.471425051916897,59.74,UberX,Credit Card,4.0
Faisal,Shorouk,Giza,Cairo,2024-06-17 10:20:00,Monday,10,43.86,17.46,4.038153522452241,70.51,Uber Bus,Cash,4.7
Downtown,Mohandessin,Cairo,Giza,2024-06-27 09:54:00,Thursday,9,18.54,11.04,4.421147186222235,48.81,UberX,Credit Card,4.7
10th of Ramadan,Zamalek,Sharqia,Cairo,2024-06-21 00:34:00,Friday,0,14.01,10.39,3.685920313273499,38.3,Uber Bus,Cash,4.7
Zamalek,Faisal,Cairo,Giza,2024-06-19 14:40:00,Wednesday,14,64.04,23.57,3.4140999131699528,80.47,Uber Bus,Credit Card,3.8
Nasr City,Ain Shams,Cairo,Cairo,2024-06-07 02:31:00,Friday,2,28.91,15.49,3.0137616521683155,46.68,Uber Bus,Credit Card,3.8
10th of Ramadan,Faisal,Sharqia,Giza,2024-06-18 20:51:00,Tuesday,20,50.56,18.09,4.826260493363009,87.31,UberX,Cash,3.9
Shorouk,6th October,Cairo,Giza,2024-06-11 05:37:00,Tuesday,5,7.5,5.01,3.3049687042326243,16.56,Uber Bus,Credit Card,4.5
Dokki,New Cairo,Giza,Cairo,2024-06-05 17:11:00,Wednesday,17,21.95,12.24,3.012399566108045,36.87,Uber Bus,Credit Card,4.6
Heliopolis,Ain Shams,Cairo,Cairo,2024-06-14 19:16:00,Friday,19,30.73,21.7,4.1168311554758805,89.34,Uber Comfort,Cash,4.7
Heliopolis,10th of Ramadan,Cairo,Sharqia,2024-06-07 14:36:00,Friday,14,10.75,6.07,4.614146221248555,28.01,Uber Comfort,Credit Card,4.0
Zamalek,Rehab,Cairo,Cairo,2024-06-26 20:15:00,Wednesday,20,18.43,10.33,4.427320282430018,45.73,UberX,Wallet,4.4
Heliopolis,Downtown,Cairo,Cairo,2024-06-25 20:23:00,Tuesday,20,43.21,18.74,3.776516007600559,70.77,UberX,Credit Card,4.2
6th October,Mohandessin,Giza,Giza,2024-06-16 10:56:00,Sunday,10,44.32,20.54,5.170722386953292,106.21,Uber Scooter,Wallet,3.5
Maadi,Heliopolis,Cairo,Cairo,2024-06-10 23:43:00,Monday,23,29.17,16.4,5.3687881316855135,88.05,UberX,Cash,4.8
Haram,Downtown,Giza,Cairo,2024-06-17 12:25:00,Monday,12,64.38,24.05,4.585212219362302,110.27,Uber Scooter,Wallet,4.5
Sheikh Zayed,Obour,Giza,Qalyubia,2024-06-26 18:12:00,Wednesday,18,28.99,14.52,3.738992853569025,54.29,Uber Comfort,Credit Card,3.5
Ain Shams,Shubra,Cairo,Cairo,2024-06-15 15:03:00,Saturday,15,5.34,2.88,5.117045591402194,14.74,Uber Scooter,Wallet,3.5
Shorouk,Ain Shams,Cairo,Cairo,2024-06-30 04:12:00,Sunday,4,25.06,12.27,4.35459754420924,53.43,Uber Comfort,Cash,4.7
Rehab,Dokki,Cairo,Giza,2024-06-22 09:48:00,Saturday,9,26.88,17.07,5.455401737616468,93.12,Uber Scooter,Wallet,3.7
Zamalek,Shorouk,Cairo,Cairo,2024-06-27 11:42:00,Thursday,11,6.54,4.22,3.871944676117753,16.34,UberX,Wallet,4.3
Nasr City,Faisal,Cairo,Giza,2024-06-27 10:04:00,Thursday,10,11.6,4.39,3.830013909698055,16.81,Uber Bus,Wallet,4.3
Heliopolis,Sheikh Zayed,Cairo,Giza,2024-06-27 14:15:00,Thursday,14,20.33,13.53,4.2255416195803495,57.17,Uber Scooter,Cash,3.9
Rehab,Heliopolis,Cairo,Cairo,2024-06-28 00:25:00,Friday,0,46.67,22.55,3.768743757322584,84.99,Uber Scooter,Wallet,4.7
Ain Shams,Shubra,Cairo,Cairo,2024-06-23 23:29:00,Sunday,23,50.82,28.94,5.074778168595218,146.86,UberX,Credit Card,3.7
Rehab,Heliopolis,Cairo,Cairo,2024-06-03 06:32:00,Monday,6,44.73,28.19,5.19503050257217,146.45,Uber Bus,Wallet,3.6
Dokki,Faisal,Giza,Giza,2024-06-19 18:53:00,Wednesday,18,18.38,6.49,3.4838453298191574,22.61,Uber Comfort,Cash,4.2
Nasr City,Shorouk,Cairo,Cairo,2024-06-25 20:16:00,Tuesday,20,46.5,26.33,4.209410193017799,110.83,Uber Bus,Wallet,3.9
Maadi,Nasr City,Cairo,Cairo,2024-06-04 13:22:00,Tuesday,13,25.48,15.53,3.8595287223312833,59.94,UberX,Credit Card,3.7
6th October,Downtown,Giza,Cairo,2024-06-02 11:27:00,Sunday,11,34.77,25.24,3.273842382735044,82.63,Uber Comfort,Credit Card,4.6
10th of Ramadan,Heliopolis,Sharqia,Cairo,2024-06-12 07:23:00,Wednesday,7,32.69,18.63,3.315315248928176,61.76,Uber Comfort,Cash,4.8
Downtown,Shorouk,Cairo,Cairo,2024-06-24 23:55:00,Monday,23,26.75,19.73,4.7070024087522615,92.87,Uber Comfort,Credit Card,5.0
Shorouk,New Cairo,Cairo,Cairo,2024-06-02 15:14:00,Sunday,15,15.54,10.85,3.896784340575911,42.28,Uber Bus,Wallet,3.8
New Cairo,Haram,Cairo,Giza,2024-06-06 01:41:00,Thursday,1,12.16,5.81,4.519058411686785,26.26,Uber Scooter,Cash,4.6
Maadi,Ain Shams,Cairo,Cairo,2024-06-04 17:53:00,Tuesday,17,77.4,26.55,3.853984405399354,102.32,Uber Scooter,Wallet,4.2
6th October,Maadi,Giza,Cairo,2024-06-18 04:17:00,Tuesday,4,8.84,5.45,3.719819729184119,20.27,Uber Bus,Credit Card,5.0
Haram,Zamalek,Giza,Cairo,2024-06-24 01:20:00,Monday,1,28.41,15.71,4.581903244275383,71.98,Uber Scooter,Wallet,4.2
Shorouk,Dokki,Cairo,Giza,2024-06-16 06:37:00,Sunday,6,39.39,24.21,3.5173155882709297,85.15,Uber Comfort,Cash,3.6
Zamalek,New Cairo,Cairo,Cairo,2024-06-09 15:43:00,Sunday,15,53.22,20.16,4.729407666254026,95.34,Uber Comfort,Credit Card,3.5
Zamalek,Haram,Cairo,Giza,2024-06-03 21:24:00,Monday,21,8.97,4.21,4.299872795957935,18.1,Uber Bus,Credit Card,4.6
Zamalek,Maadi,Cairo,Cairo,2024-06-02 07:37:00,Sunday,7,40.02,22.14,3.295258611720357,72.96,Uber Bus,Cash,4.0
Sheikh Zayed,Haram,Giza,Giza,2024-06-23 21:34:00,Sunday,21,29.78,19.17,3.234173376130107,62.0,UberX,Credit Card,4.9
Fifth Settlement,Obour,Cairo,Qalyubia,2024-06-20 13:03:00,Thursday,13,43.82,29.68,4.209019737304356,124.92,Uber Bus,Credit Card,3.9
Downtown,Ain Shams,Cairo,Cairo,2024-06-04 17:15:00,Tuesday,17,37.2,17.73,3.50706131413543,62.18,Uber Bus,Cash,4.7
Mohandessin,Maadi,Giza,Cairo,2024-06-10 19:36:00,Monday,19,45.17,23.92,3.714278028605992,88.85,Uber Scooter,Credit Card,5.0
Obour,Haram,Qalyubia,Giza,2024-06-04 03:13:00,Tuesday,3,6.86,3.71,5.254551714427385,19.49,Uber Scooter,Cash,4.4
Haram,Maadi,Giza,Cairo,2024-06-09 21:44:00,Sunday,21,33.35,20.64,4.858735037557164,100.28,Uber Bus,Credit Card,4.4
Rehab,Sheikh Zayed,Cairo,Giza,2024-06-16 11:30:00,Sunday,11,34.75,15.31,4.674665287699453,71.57,Uber Scooter,Wallet,4.6
Shubra,Heliopolis,Cairo,Cairo,2024-06-20 16:21:00,Thursday,16,72.78,25.58,4.037058338340934,103.27,Uber Comfort,Wallet,3.9
Haram,Maadi,Giza,Cairo,2024-06-23 03:52:00,Sunday,3,32.07,16.59,4.719556998061989,78.3,Uber Comfort,Credit Card,4.6
New Cairo,6th October,Cairo,Giza,2024-06-20 01:40:00,Thursday,1,34.45,24.15,4.682999860310995,113.09,Uber Comfort,Credit Card,3.9
Nasr City,Obour,Cairo,Qalyubia,2024-06-10 10:52:00,Monday,10,14.62,5.95,5.074592874987244,30.19,Uber Scooter,Cash,5.0
Ain Shams,Mohandessin,Cairo,Giza,2024-06-26 15:02:00,Wednesday,15,64.68,26.62,3.4749189972431758,92.5,Uber Bus,Wallet,4.2
New Cairo,Ain Shams,Cairo,Cairo,2024-06-16 02:07:00,Sunday,2,25.31,12.04,3.0267061152885786,36.44,Uber Scooter,Credit Card,4.7
New Cairo,Maadi,Cairo,Cairo,2024-06-18 17:18:00,Tuesday,17,40.42,15.57,3.1195390673503565,48.57,Uber Scooter,Wallet,4.2
Haram,Heliopolis,Giza,Cairo,2024-06-27 04:23:00,Thursday,4,65.46,26.29,3.784320346679894,99.49,Uber Comfort,Credit Card,4.1
Ain Shams,Shorouk,Cairo,Cairo,2024-06-15 12:05:00,Saturday,12,21.87,15.19,4.213736077661359,64.01,Uber Comfort,Credit Card,4.1
Faisal,Haram,Giza,Giza,2024-06-19 20:40:00,Wednesday,20,22.95,10.81,4.078099113802894,44.08,Uber Comfort,Wallet,4.1
Heliopolis,Rehab,Cairo,Cairo,2024-06-06 04:26:00,Thursday,4,62.4,25.62,4.943453204250223,126.65,UberX,Credit Card,4.3
Ain Shams,Rehab,Cairo,Cairo,2024-06-24 22:54:00,Monday,22,54.81,29.83,5.275961940442514,157.38,UberX,Wallet,4.8
Zamalek,Rehab,Cairo,Cairo,2024-06-24 11:43:00,Monday,11,42.96,20.15,3.6343458301935407,73.23,Uber Bus,Cash,4.7
Shorouk,Mohandessin,Cairo,Giza,2024-06-06 17:25:00,Thursday,17,31.78,16.74,3.799316272375255,63.6,Uber Scooter,Cash,3.7
Fifth Settlement,Mohandessin,Cairo,Giza,2024-06-28 16:16:00,Friday,16,13.5,5.45,3.49638171319634,19.06,Uber Bus,Wallet,4.5
New Cairo,Rehab,Cairo,Cairo,2024-06-07 14:13:00,Friday,14,10.59,4.98,3.6551657699930233,18.2,Uber Bus,Credit Card,4.0
Faisal,Zamalek,Giza,Cairo,2024-06-04 17:55:00,Tuesday,17,48.76,17.17,3.806067883513954,65.35,UberX,Credit Card,4.5
Ain Shams,Mohandessin,Cairo,Giza,2024-06-21 23:07:00,Friday,23,10.72,5.95,3.5362307639727737,21.04,Uber Scooter,Cash,4.6
Obour,Heliopolis,Qalyubia,Cairo,2024-06-05 15:49:00,Wednesday,15,12.36,6.49,4.594331266381871,29.82,Uber Comfort,Cash,3.6
Heliopolis,Nasr City,Cairo,Cairo,2024-06-06 09:04:00,Thursday,9,50.5,21.87,3.532821419206504,77.26,Uber Scooter,Cash,4.6
Fifth Settlement,Maadi,Cairo,Cairo,2024-06-04 04:53:00,Tuesday,4,4.41,2.81,3.8016188720971096,10.68,UberX,Credit Card,4.6
Nasr City,Shubra,Cairo,Cairo,2024-06-12 05:14:00,Wednesday,5,27.29,16.13,4.469313686876248,72.09,Uber Bus,Cash,3.7
Rehab,Ain Shams,Cairo,Cairo,2024-06-06 08:34:00,Thursday,8,33.5,24.79,3.991976903009009,98.96,Uber Scooter,Cash,4.8
Rehab,Dokki,Cairo,Giza,2024-06-23 11:44:00,Sunday,11,52.79,20.53,3.818535736850027,78.39,Uber Comfort,Cash,3.8
Mohandessin,New Cairo,Giza,Cairo,2024-06-28 15:22:00,Friday,15,45.71,21.86,5.028535450475116,109.92,Uber Bus,Credit Card,3.6
Maadi,Shorouk,Cairo,Cairo,2024-06-20 16:56:00,Thursday,16,13.86,9.26,4.951884145403939,45.85,Uber Comfort,Credit Card,4.7
Downtown,Dokki,Cairo,Giza,2024-06-12 05:22:00,Wednesday,5,42.91,20.69,3.156771237827945,65.31,Uber Scooter,Credit Card,4.3
Zamalek,Rehab,Cairo,Cairo,2024-06-11 14:26:00,Tuesday,14,53.33,29.61,3.584258548291964,106.13,UberX,Credit Card,3.7
Zamalek,Dokki,Cairo,Giza,2024-06-29 12:25:00,Saturday,12,53.83,23.19,4.775047995492817,110.73,Uber Scooter,Wallet,4.0
Mohandessin,Ain Shams,Giza,Cairo,2024-06-15 10:55:00,Saturday,10,11.47,6.4,3.612664700413185,23.12,Uber Bus,Wallet,3.7
Rehab,Fifth Settlement,Cairo,Cairo,2024-06-29 17:04:00,Saturday,17,6.56,3.4,3.153882704752143,10.72,Uber Bus,Credit Card,4.6
Downtown,Ain Shams,Cairo,Cairo,2024-06-01 09:38:00,Saturday,9,8.44,5.15,3.94580175097764,20.32,Uber Bus,Cash,3.8
Fifth Settlement,Haram,Cairo,Giza,2024-06-05 22:41:00,Wednesday,22,3.08,2.29,3.6469207719968586,8.35,Uber Comfort,Wallet,4.5
Downtown,Nasr City,Cairo,Cairo,2024-06-10 23:16:00,Monday,23,11.23,4.73,3.2384068646427937,15.32,Uber Scooter,Wallet,3.9
6th October,10th of Ramadan,Giza,Sharqia,2024-06-02 09:51:00,Sunday,9,21.14,11.93,4.076947876149534,48.64,Uber Scooter,Cash,4.2
Obour,Haram,Qalyubia,Giza,2024-06-10 12:40:00,Monday,12,17.97,12.22,5.265643360187694,64.35,UberX,Cash,4.1
Fifth Settlement,Ain Shams,Cairo,Cairo,2024-06-23 00:35:00,Sunday,0,49.09,25.17,4.352972571610852,109.56,Uber Bus,Cash,4.2
Sheikh Zayed,Nasr City,Giza,Cairo,2024-06-27 03:13:00,Thursday,3,9.97,5.11,4.263250650766059,21.79,Uber Bus,Cash,5.0
New Cairo,Haram,Cairo,Giza,2024-06-17 11:40:00,Monday,11,53.27,28.96,4.506143715412818,130.5,Uber Bus,Cash,4.2
